datetime,facility,message
2022/02/06 19:17:54,WIRELESS,wl1 (2.4GHz): Start sending beacon
2022/02/06 19:17:54,WIRELESS,wl1 (2.4GHz): Switch Channel 11 / 20 MHz
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): AutoChannel selected Channel 11 / 20 MHz
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(79per) [with Non-802.11] on channel 13.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(63per) [with Non-802.11] on channel 12.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(96per) on channel 11.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(60per) [with Non-802.11] on channel 10.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(87per) [with Non-802.11] on channel 9.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(79per) [with Non-802.11] on channel 8.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(58per) on channel 4.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(65per) [with Non-802.11] on channel 3.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(84per) [with Non-802.11] on channel 2.
2022/02/06 19:17:53,WIRELESS,wl1 (2.4GHz): Detect interference(70per) on channel 1.
2022/02/06 19:16:56,NTP,Unknown NTPServer  :  ntp.jst.mfeed.ad.jp
2022/02/06 19:15:56,NTP,Unknown NTPServer  :  ntp.jst.mfeed.ad.jp
2022/02/06 19:15:36,NTP,Unknown NTPServer  :  ntp.jst.mfeed.ad.jp
2022/02/06 19:15:16,NTP,Unknown NTPServer  :  ntp.jst.mfeed.ad.jp
